day,month,year,Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUI,FWI,Classes,Region
02,4.0,2024.0,29.0,62.0,10.0,0.0,75.2,7.2,20.2,2.5,10.8,4.5,fire,Bengaluru
03,4.0,2024.0,27.0,68.0,7.0,0.5,70.8,5.8,16.8,1.8,8.5,3.2,not fire,Bengaluru
04,4.0,2024.0,26.0,70.0,6.0,1.2,68.5,5.2,15.2,1.5,7.8,2.8,not fire,Bengaluru
05,4.0,2024.0,30.0,60.0,9.0,0.0,77.8,8.0,22.5,2.8,12.2,5.2,fire,Bengaluru
01,4.0,2024.0,32.0,55.0,12.0,0.0,80.5,9.2,25.8,3.5,14.5,6.8,fire,Hyderabad
02,4.0,2024.0,33.0,52.0,14.0,0.0,82.8,10.2,28.2,4.0,16.2,8.2,fire,Hyderabad
03,4.0,2024.0,31.0,58.0,11.0,0.2,78.2,8.5,23.5,3.0,13.2,5.8,fire,Hyderabad
04,4.0,2024.0,30.0,62.0,10.0,0.8,75.5,7.8,21.2,2.5,11.5,4.8,fire,Hyderabad
05,4.0,2024.0,34.0,50.0,15.0,0.0,84.2,10.8,30.5,4.5,17.8,9.2,fire,Hyderabad
01,4.0,2024.0,30.0,70.0,10.0,0.0,74.2,7.5,19.8,2.2,10.5,4.2,fire,Chennai
02,4.0,2024.0,31.0,68.0,11.0,0.0,76.5,8.2,21.5,2.5,11.8,5.0,fire,Chennai
03,4.0,2024.0,29.0,72.0,9.0,0.5,72.0,6.8,18.2,1.8,9.5,3.5,not fire,Chennai
04,4.0,2024.0,28.0,75.0,8.0,1.5,69.5,6.2,16.5,1.5,8.2,2.8,not fire,Chennai
05,4.0,2024.0,32.0,65.0,12.0,0.0,78.8,8.8,23.2,3.0,12.8,5.5,fire,Chennai
01,4.0,2024.0,26.0,75.0,6.0,0.0,68.2,5.5,15.8,1.5,8.2,2.8,not fire,Ahmedabad
02,4.0,2024.0,27.0,72.0,8.0,0.0,70.5,6.2,17.5,1.8,9.5,3.5,not fire,Ahmedabad
03,4.0,2024.0,25.0,78.0,5.0,0.8,66.8,5.0,14.2,1.2,7.5,2.5,not fire,Ahmedabad
04,4.0,2024.0,24.0,80.0,4.0,1.5,64.5,4.5,12.8,1.0,6.8,2.2,not fire,Ahmedabad
05,4.0,2024.0,28.0,70.0,7.0,0.0,72.8,6.8,19.2,2.0,10.8,4.2,fire,Ahmedabad
01,4.0,2024.0,29.0,80.0,8.0,2.5,65.5,5.2,14.5,1.2,7.8,2.5,not fire,Goa
02,4.0,2024.0,30.0,78.0,10.0,1.8,68.2,5.8,16.2,1.5,8.8,3.2,not fire,Goa
03,4.0,2024.0,28.0,82.0,7.0,3.5,62.8,4.8,13.2,1.0,7.2,2.2,not fire,Goa
04,4.0,2024.0,27.0,85.0,6.0,4.8,60.5,4.2,11.8,0.8,6.5,1.8,not fire,Goa
05,4.0,2024.0,31.0,75.0,9.0,1.2,70.2,6.5,18.5,1.8,10.8,4.0,fire,Goa
01,1.0,2015.0,18.0,75.0,5.0,0.0,65.2,5.8,15.2,1.8,7.8,2.5,not fire,New Delhi
01,1.0,2015.0,18.0,75.0,5.0,0.0,65.2,5.8,15.2,1.8,7.8,2.5,not fire,New Delhi
01,2.0,2015.0,22.0,65.0,8.0,0.0,72.5,7.2,18.5,2.2,9.5,3.8,fire,New Delhi
01,3.0,2015.0,28.0,55.0,12.0,0.0,78.5,9.2,22.5,2.8,11.2,4.5,fire,New Delhi
01,4.0,2015.0,35.0,45.0,16.0,0.0,85.2,11.8,28.5,3.8,15.8,7.2,fire,New Delhi
01,5.0,2015.0,40.0,35.0,20.0,0.0,90.5,14.5,35.2,5.0,20.2,10.5,fire,New Delhi
01,6.0,2015.0,42.0,30.0,22.0,0.0,92.8,15.8,38.5,5.8,23.5,12.5,fire,New Delhi
01,7.0,2015.0,38.0,55.0,18.0,0.0,88.2,13.5,32.8,4.5,18.8,9.5,fire,New Delhi
01,8.0,2015.0,35.0,65.0,15.0,2.5,82.5,11.2,28.2,3.5,15.2,7.2,fire,New Delhi
01,9.0,2015.0,32.0,70.0,12.0,5.0,78.2,9.5,24.5,2.8,12.5,5.5,fire,New Delhi
01,10.0,2015.0,30.0,72.0,10.0,8.0,74.5,8.2,20.8,2.2,10.2,4.2,not fire,New Delhi
01,11.0,2015.0,25.0,78.0,8.0,5.0,70.8,7.0,17.5,1.8,8.5,3.2,not fire,New Delhi
01,12.0,2015.0,20.0,80.0,6.0,0.0,66.5,5.8,14.2,1.5,7.5,2.5,not fire,New Delhi
01,1.0,2016.0,19.0,78.0,5.0,0.0,64.2,5.5,14.8,1.5,7.2,2.2,not fire,Mumbai
01,1.0,2016.0,19.0,78.0,5.0,0.0,64.2,5.5,14.8,1.5,7.2,2.2,not fire,Mumbai
01,2.0,2016.0,23.0,68.0,9.0,0.0,71.8,7.5,19.2,2.2,10.5,4.0,fire,Mumbai
01,3.0,2016.0,29.0,58.0,13.0,0.0,78.2,9.8,24.8,3.0,12.8,5.5,fire,Mumbai
01,4.0,2016.0,34.0,48.0,17.0,0.0,84.5,12.2,30.5,4.2,16.8,8.2,fire,Mumbai
01,5.0,2016.0,38.0,42.0,20.0,0.0,89.8,14.8,36.2,5.5,22.2,11.5,fire,Mumbai
01,6.0,2016.0,40.0,38.0,22.0,0.0,92.2,16.2,40.5,6.2,25.8,13.8,fire,Mumbai
01,7.0,2016.0,36.0,58.0,18.0,15.5,80.5,10.5,25.2,3.2,14.2,6.2,fire,Mumbai
01,8.0,2016.0,32.0,72.0,14.0,25.2,74.2,8.5,20.5,2.5,11.5,4.8,not fire,Mumbai
01,9.0,2016.0,30.0,75.0,12.0,18.5,72.8,8.0,19.2,2.2,10.5,4.2,not fire,Mumbai
01,10.0,2016.0,28.0,78.0,10.0,12.0,70.5,7.2,17.8,1.8,9.2,3.5,not fire,Mumbai
01,11.0,2016.0,24.0,82.0,8.0,5.0,67.2,6.5,15.5,1.5,8.0,2.8,not fire,Mumbai
01,12.0,2016.0,21.0,85.0,6.0,0.0,63.8,5.5,13.2,1.2,7.2,2.2,not fire,Mumbai
01,1.0,2017.0,20.0,76.0,6.0,0.0,66.8,6.0,15.8,1.6,8.0,2.8,not fire,Chennai
01,1.0,2017.0,20.0,76.0,6.0,0.0,66.8,6.0,15.8,1.6,8.0,2.8,not fire,Chennai
01,2.0,2017.0,24.0,68.0,10.0,0.0,73.5,8.0,20.2,2.4,11.2,4.5,fire,Chennai
01,3.0,2017.0,30.0,58.0,14.0,0.0,80.2,10.2,26.5,3.5,14.5,6.5,fire,Chennai
01,4.0,2017.0,35.0,48.0,18.0,0.0,86.8,12.8,33.2,4.8,19.2,9.2,fire,Chennai
01,5.0,2017.0,39.0,42.0,21.0,0.0,91.5,15.2,39.5,6.0,24.5,12.5,fire,Chennai
01,6.0,2017.0,41.0,38.0,23.0,0.0,94.0,16.8,43.8,6.8,28.2,15.2,fire,Chennai
01,7.0,2017.0,37.0,55.0,19.0,8.5,85.8,11.8,29.8,4.0,17.2,7.5,fire,Chennai
01,8.0,2017.0,33.0,68.0,16.0,18.2,78.5,9.2,23.8,2.8,12.8,5.2,fire,Chennai
01,9.0,2017.0,31.0,72.0,13.0,12.5,75.2,8.5,21.2,2.3,11.2,4.5,fire,Chennai
01,10.0,2017.0,29.0,75.0,11.0,8.0,72.0,7.8,18.8,2.0,10.0,3.8,not fire,Chennai
01,11.0,2017.0,25.0,80.0,9.0,3.5,68.5,6.8,16.2,1.6,8.5,2.8,not fire,Chennai
01,12.0,2017.0,22.0,82.0,7.0,0.0,65.2,6.0,14.5,1.3,7.5,2.2,not fire,Chennai
01,1.0,2018.0,19.0,74.0,5.0,0.0,64.5,5.5,14.5,1.4,7.2,2.2,not fire,Kolkata
01,1.0,2018.0,19.0,74.0,5.0,0.0,64.5,5.5,14.5,1.4,7.2,2.2,not fire,Kolkata
01,2.0,2018.0,23.0,66.0,9.0,0.0,71.2,7.8,19.0,2.3,10.8,4.2,fire,Kolkata
01,3.0,2018.0,28.0,58.0,13.0,0.0,77.5,9.5,23.8,2.9,12.5,5.2,fire,Kolkata
01,4.0,2018.0,33.0,50.0,17.0,0.0,84.0,12.0,30.2,4.0,16.2,7.8,fire,Kolkata
01,5.0,2018.0,37.0,44.0,20.0,0.0,89.5,14.5,35.8,5.2,21.5,10.8,fire,Kolkata
01,6.0,2018.0,39.0,40.0,22.0,0.0,91.8,15.8,39.2,5.8,24.2,12.5,fire,Kolkata
01,7.0,2018.0,35.0,60.0,18.0,22.5,79.8,10.2,25.8,3.0,13.8,5.8,fire,Kolkata
01,8.0,2018.0,32.0,70.0,15.0,28.5,75.5,8.8,21.5,2.5,11.5,4.5,not fire,Kolkata
01,9.0,2018.0,30.0,74.0,12.0,18.0,72.8,8.0,19.8,2.1,10.2,4.0,not fire,Kolkata
01,10.0,2018.0,28.0,77.0,10.0,12.5,70.2,7.5,17.8,1.8,9.2,3.5,not fire,Kolkata
01,11.0,2018.0,24.0,81.0,8.0,6.0,67.0,6.5,15.8,1.5,8.2,2.8,not fire,Kolkata
01,12.0,2018.0,21.0,84.0,6.0,0.0,64.0,5.8,14.0,1.2,7.0,2.0,not fire,Kolkata
# Year 2019,,,,,,,,,,,,,,
01,1.0,2019.0,20.0,75.0,6.0,0.0,65.8,5.8,15.0,1.5,7.8,2.5,not fire,Bengaluru
01,2.0,2019.0,24.0,67.0,10.0,0.0,72.8,7.8,19.5,2.3,11.0,4.3,fire,Bengaluru
01,3.0,2019.0,29.0,58.0,14.0,0.0,79.2,10.0,25.2,3.4,14.0,6.2,fire,Bengaluru
01,4.0,2019.0,34.0,50.0,17.0,0.0,85.5,12.5,31.8,4.5,17.5,8.5,fire,Bengaluru
01,5.0,2019.0,38.0,44.0,20.0,0.0,90.8,14.8,37.2,5.5,22.0,11.2,fire,Bengaluru
01,6.0,2019.0,40.0,40.0,22.0,0.0,93.2,16.0,40.8,6.0,24.8,12.8,fire,Bengaluru
01,7.0,2019.0,36.0,58.0,18.0,12.5,82.5,10.8,27.5,3.5,15.5,6.8,fire,Bengaluru
01,8.0,2019.0,33.0,68.0,15.0,20.0,77.2,9.2,23.2,2.7,12.5,5.0,fire,Bengaluru
01,9.0,2019.0,31.0,72.0,12.0,15.5,74.5,8.5,20.8,2.2,11.0,4.3,fire,Bengaluru
01,10.0,2019.0,29.0,75.0,10.0,10.0,72.0,7.8,18.5,1.9,9.8,3.8,not fire,Bengaluru
01,11.0,2019.0,25.0,80.0,8.0,4.5,68.8,6.8,16.0,1.6,8.5,2.8,not fire,Bengaluru
01,12.0,2019.0,22.0,82.0,7.0,0.0,65.5,6.0,14.2,1.3,7.2,2.2,not fire,Bengaluru
# Year 2020,,,,,,,,,,,,,,
01,1.0,2020.0,19.0,73.0,5.0,0.0,64.0,5.5,14.2,1.4,7.0,2.2,not fire,Hyderabad
01,2.0,2020.0,23.0,65.0,9.0,0.0,71.0,7.5,18.8,2.2,10.5,4.0,fire,Hyderabad
01,3.0,2020.0,28.0,57.0,13.0,0.0,77.8,9.8,24.5,3.3,13.5,6.0,fire,Hyderabad
01,4.0,2020.0,33.0,49.0,17.0,0.0,84.2,12.2,30.8,4.4,17.2,8.0,fire,Hyderabad
01,5.0,2020.0,37.0,43.0,20.0,0.0,89.8,14.5,36.5,5.4,21.8,10.8,fire,Hyderabad
01,6.0,2020.0,39.0,39.0,22.0,0.0,92.0,15.8,40.2,5.9,24.5,12.5,fire,Hyderabad
01,7.0,2020.0,35.0,59.0,18.0,8.0,81.8,10.5,26.8,3.2,14.8,6.2,fire,Hyderabad
01,8.0,2020.0,32.0,69.0,15.0,18.5,76.5,9.0,22.5,2.6,12.2,4.8,fire,Hyderabad
01,9.0,2020.0,30.0,73.0,12.0,14.0,73.8,8.2,20.2,2.1,10.8,4.2,fire,Hyderabad
01,10.0,2020.0,28.0,76.0,10.0,9.5,71.2,7.5,18.0,1.8,9.5,3.5,not fire,Hyderabad
01,11.0,2020.0,24.0,81.0,8.0,4.0,67.5,6.5,15.5,1.5,8.0,2.5,not fire,Hyderabad
01,12.0,2020.0,21.0,83.0,6.0,0.0,64.2,5.8,13.8,1.2,6.8,2.0,not fire,Hyderabad
01,1.0,2021.0,18.0,72.0,5.0,0.0,63.5,5.2,13.8,1.3,6.8,2.0,not fire,Pune
01,1.0,2021.0,18.0,72.0,5.0,0.0,63.5,5.2,13.8,1.3,6.8,2.0,not fire,Pune
01,2.0,2021.0,22.0,64.0,9.0,0.0,70.5,7.2,18.2,2.1,10.2,3.8,fire,Pune
01,3.0,2021.0,27.0,56.0,13.0,0.0,77.2,9.5,24.0,3.2,13.2,5.8,fire,Pune
01,4.0,2021.0,32.0,48.0,17.0,0.0,83.8,11.8,30.5,4.3,16.8,7.8,fire,Pune
01,5.0,2021.0,36.0,42.0,20.0,0.0,89.2,14.2,36.2,5.3,21.2,10.5,fire,Pune
01,6.0,2021.0,38.0,38.0,22.0,0.0,91.5,15.5,39.8,5.8,24.2,12.2,fire,Pune
01,7.0,2021.0,34.0,58.0,18.0,10.0,81.2,10.2,26.2,3.0,14.5,6.0,fire,Pune
01,8.0,2021.0,31.0,68.0,15.0,19.5,75.8,8.8,22.0,2.5,12.0,4.5,fire,Pune
01,9.0,2021.0,29.0,72.0,12.0,15.0,73.2,8.0,19.8,2.0,10.5,4.0,fire,Pune
01,10.0,2021.0,27.0,75.0,10.0,10.5,70.8,7.5,17.5,1.7,9.2,3.3,not fire,Pune
01,11.0,2021.0,23.0,80.0,8.0,3.8,67.0,6.2,15.2,1.4,7.8,2.5,not fire,Pune
01,12.0,2021.0,20.0,82.0,6.0,0.0,63.8,5.5,13.5,1.1,6.5,1.8,not fire,Pune
01,1.0,2022.0,19.0,74.0,6.0,0.0,65.0,5.6,14.8,1.5,7.5,2.4,not fire,Ahmedabad
01,1.0,2022.0,19.0,74.0,6.0,0.0,65.0,5.6,14.8,1.5,7.5,2.4,not fire,Ahmedabad
01,2.0,2022.0,23.0,66.0,10.0,0.0,71.8,7.6,19.3,2.2,10.8,4.1,fire,Ahmedabad
01,3.0,2022.0,28.0,58.0,14.0,0.0,78.5,9.9,25.0,3.3,13.8,6.1,fire,Ahmedabad
01,4.0,2022.0,33.0,50.0,18.0,0.0,85.0,12.3,31.2,4.4,17.5,8.2,fire,Ahmedabad
01,5.0,2022.0,37.0,44.0,21.0,0.0,90.5,14.6,37.0,5.5,22.5,11.0,fire,Ahmedabad
01,6.0,2022.0,39.0,40.0,23.0,0.0,92.8,16.0,40.5,6.0,25.0,12.8,fire,Ahmedabad
01,7.0,2022.0,35.0,60.0,19.0,5.5,82.0,10.6,27.0,3.3,15.0,6.3,fire,Ahmedabad
01,8.0,2022.0,32.0,70.0,16.0,17.0,76.2,9.1,22.8,2.6,12.3,4.7,fire,Ahmedabad
01,9.0,2022.0,30.0,74.0,13.0,13.5,73.5,8.3,20.5,2.1,10.8,4.1,fire,Ahmedabad
01,10.0,2022.0,28.0,77.0,11.0,9.0,71.0,7.6,18.2,1.8,9.5,3.4,not fire,Ahmedabad
01,11.0,2022.0,24.0,82.0,9.0,3.5,67.2,6.3,15.8,1.4,8.2,2.6,not fire,Ahmedabad
01,12.0,2022.0,21.0,84.0,7.0,0.0,63.5,5.6,14.0,1.2,7.0,2.1,not fire,Ahmedabad
01,1.0,2023.0,18.0,73.0,5.0,0.0,64.2,5.4,14.0,1.3,6.9,2.1,not fire,Jaipur
01,1.0,2023.0,18.0,73.0,5.0,0.0,64.2,5.4,14.0,1.3,6.9,2.1,not fire,Jaipur
01,2.0,2023.0,22.0,65.0,9.0,0.0,70.8,7.4,18.5,2.1,10.3,3.9,fire,Jaipur
01,3.0,2023.0,27.0,57.0,13.0,0.0,77.5,9.7,24.2,3.2,13.5,5.9,fire,Jaipur
01,4.0,2023.0,32.0,49.0,17.0,0.0,83.8,12.0,30.8,4.3,17.3,7.9,fire,Jaipur
01,5.0,2023.0,36.0,43.0,20.0,0.0,89.2,14.3,36.5,5.4,22.0,10.7,fire,Jaipur
01,6.0,2023.0,38.0,39.0,22.0,0.0,91.5,15.6,40.0,5.9,24.3,12.5,fire,Jaipur
01,7.0,2023.0,34.0,59.0,18.0,4.0,81.5,10.4,26.5,3.1,14.7,6.1,fire,Jaipur
01,8.0,2023.0,31.0,69.0,15.0,15.5,75.8,8.9,22.2,2.5,12.1,4.6,fire,Jaipur
01,9.0,2023.0,29.0,73.0,12.0,12.0,73.2,8.1,20.0,2.0,10.6,4.0,fire,Jaipur
01,10.0,2023.0,27.0,76.0,10.0,8.5,70.6,7.4,17.8,1.7,9.3,3.3,not fire,Jaipur
01,11.0,2023.0,23.0,81.0,8.0,3.0,66.8,6.1,15.5,1.3,8.0,2.4,not fire,Jaipur
01,12.0,2023.0,20.0,83.0,6.0,0.0,63.2,5.4,13.7,1.1,6.7,1.9,not fire,Jaipur
01,1.0,2024.0,19.0,75.0,6.0,0.0,65.5,5.7,15.2,1.5,7.7,2.5,not fire,Lucknow
01,1.0,2024.0,19.0,75.0,6.0,0.0,65.5,5.7,15.2,1.5,7.7,2.5,not fire,Lucknow
01,2.0,2024.0,23.0,67.0,10.0,0.0,72.2,7.7,19.8,2.3,11.1,4.2,fire,Lucknow
01,3.0,2024.0,28.0,59.0,14.0,0.0,78.8,10.0,25.5,3.4,14.2,6.3,fire,Lucknow
01,4.0,2024.0,33.0,51.0,18.0,0.0,85.2,12.4,31.5,4.5,17.8,8.3,fire,Lucknow
01,5.0,2024.0,37.0,45.0,21.0,0.0,90.8,14.7,37.2,5.6,22.8,11.1,fire,Lucknow
01,6.0,2024.0,39.0,41.0,23.0,0.0,93.0,16.1,40.8,6.1,25.3,12.9,fire,Lucknow
01,7.0,2024.0,35.0,61.0,19.0,6.5,82.2,10.7,27.2,3.4,15.2,6.4,fire,Lucknow
01,8.0,2024.0,32.0,71.0,16.0,16.5,76.5,9.2,22.5,2.7,12.5,4.8,fire,Lucknow
01,9.0,2024.0,30.0,75.0,13.0,14.0,73.8,8.4,20.3,2.1,10.9,4.2,fire,Lucknow
01,10.0,2024.0,28.0,78.0,11.0,9.5,71.2,7.7,18.0,1.8,9.6,3.5,not fire,Lucknow
01,11.0,2024.0,24.0,83.0,9.0,3.2,67.5,6.2,15.6,1.4,8.1,2.5,not fire,Lucknow
01,12.0,2024.0,21.0,85.0,7.0,0.0,63.8,5.5,13.9,1.2,6.9,2.0,not fire,Lucknow
1,1.0,2014.0,15.4,75.2,8.7,0.64,101.0,54.8,17.5,1.6,46.9,3.9,not fire,Uttarakhand
1,1.0,2014.0,9.2,92.6,6.4,0.0,27.7,54.2,16.4,0.0,46.2,0.0,not fire,Himachal Pradesh
1,1.0,2014.0,18.6,94.4,4.5,0.0,27.7,54.2,18.1,0.0,46.5,0.0,not fire,Madhya Pradesh
1,1.0,2014.0,20.2,47.2,7.1,0.0,23.2,55.3,18.3,0.0,47.5,0.0,not fire,Maharashtra
1,1.0,2014.0,14.7,64.5,11.7,1.38,101.0,55.0,17.4,1.8,47.0,4.6,not fire,Karnataka
1,1.0,2014.0,18.7,67.7,9.0,0.0,23.2,55.0,18.1,0.0,47.2,0.0,not fire,Odisha
1,1.0,2014.0,21.5,62.0,10.1,0.88,101.0,55.1,18.6,1.7,47.3,4.3,not fire,Rajasthan
1,1.0,2014.0,12.8,63.8,10.7,0.0,23.3,54.9,17.0,0.0,47.0,0.0,not fire,Jammu and Kashmir
1,1.0,2014.0,24.9,81.0,9.0,0.0,23.8,54.8,19.2,0.0,47.2,0.0,not fire,Kerala
1,1.0,2014.0,21.8,64.0,0.6,0.0,25.2,55.1,18.6,0.0,47.3,0.0,not fire,Tamil Nadu
8,1.0,2014.0,14.4,91.4,11.9,0.24,26.5,54.3,17.3,0.0,46.5,0.0,not fire,Uttarakhand
8,1.0,2014.0,13.7,69.7,10.5,0.0,23.5,54.9,17.2,0.0,46.9,0.0,not fire,Himachal Pradesh
8,1.0,2014.0,21.1,57.9,8.0,0.24,22.9,55.1,18.5,0.0,47.4,0.0,not fire,Madhya Pradesh
8,1.0,2014.0,17.0,57.3,12.3,0.0,22.5,55.1,17.8,0.0,47.2,0.0,not fire,Maharashtra
8,1.0,2014.0,17.8,70.2,13.0,0.21,22.9,54.9,17.9,0.0,47.1,0.0,not fire,Karnataka
8,1.0,2014.0,19.0,64.9,10.1,0.0,22.9,55.0,18.1,0.0,47.2,0.0,not fire,Odisha
8,1.0,2014.0,20.6,47.0,8.3,0.0,22.9,55.3,18.4,0.0,47.5,0.0,not fire,Rajasthan
8,1.0,2014.0,5.4,73.2,7.8,0.26,24.8,54.7,15.7,0.0,46.5,0.0,not fire,Jammu and Kashmir
8,1.0,2014.0,18.5,89.2,7.2,0.0,26.0,54.5,18.0,0.0,46.7,0.0,not fire,Kerala
8,1.0,2014.0,18.9,60.3,14.0,0.23,22.2,55.1,18.1,0.0,47.3,0.0,not fire,Tamil Nadu
15,1.0,2014.0,14.5,79.7,7.2,0.0,24.8,54.7,17.3,0.0,46.8,0.0,not fire,Uttarakhand
15,1.0,2014.0,12.5,79.0,12.4,0.0,24.2,54.7,17.0,0.0,46.7,0.0,not fire,Himachal Pradesh
15,1.0,2014.0,18.0,54.7,11.6,0.4,22.5,55.1,18.0,0.0,47.3,0.0,not fire,Madhya Pradesh
15,1.0,2014.0,18.7,56.5,8.4,0.0,23.0,55.1,18.1,0.0,47.3,0.0,not fire,Maharashtra
15,1.0,2014.0,18.5,70.1,10.2,0.0,23.2,54.9,18.0,0.0,47.1,0.0,not fire,Karnataka
15,1.0,2014.0,20.1,81.6,9.4,0.05,24.2,54.7,18.3,0.0,47.0,0.0,not fire,Odisha
15,1.0,2014.0,22.9,57.4,9.8,1.61,101.0,55.2,18.8,1.7,47.4,4.2,not fire,Rajasthan
15,1.0,2014.0,11.1,76.2,5.5,0.0,25.0,54.7,16.7,0.0,46.7,0.0,not fire,Jammu and Kashmir
15,1.0,2014.0,18.3,80.0,7.4,0.0,24.5,54.7,18.0,0.0,46.9,0.0,not fire,Kerala
15,1.0,2014.0,27.6,94.6,10.6,0.0,26.5,54.3,19.7,0.0,46.9,0.0,not fire,Tamil Nadu
22,1.0,2014.0,9.1,84.0,1.2,0.0,26.7,54.5,16.3,0.0,46.5,0.0,not fire,Uttarakhand
22,1.0,2014.0,5.1,59.7,2.5,0.0,25.3,54.9,15.6,0.0,46.7,0.0,not fire,Himachal Pradesh
22,1.0,2014.0,13.9,53.7,15.7,0.0,22.2,55.1,17.2,0.0,47.1,0.0,not fire,Madhya Pradesh
22,1.0,2014.0,19.0,65.1,7.6,0.0,23.3,55.0,18.1,0.0,47.2,0.0,not fire,Maharashtra
22,1.0,2014.0,17.0,72.5,0.0,0.0,26.3,54.9,17.8,0.0,47.0,0.0,not fire,Karnataka
22,1.0,2014.0,19.0,66.8,12.0,0.0,22.7,55.0,18.1,0.0,47.2,0.0,not fire,Odisha
22,1.0,2014.0,19.3,55.3,9.8,0.0,22.7,55.1,18.2,0.0,47.3,0.0,not fire,Rajasthan
22,1.0,2014.0,5.2,59.4,13.2,0.16,23.4,54.9,15.6,0.0,46.7,0.0,not fire,Jammu and Kashmir
22,1.0,2014.0,19.8,91.4,3.3,0.0,26.9,54.4,18.3,0.0,46.7,0.0,not fire,Kerala
22,1.0,2014.0,22.7,63.0,8.3,0.0,22.9,55.1,18.8,0.0,47.4,0.0,not fire,Tamil Nadu
29,1.0,2014.0,10.2,64.8,1.4,0.0,25.4,54.9,16.5,0.0,46.9,0.0,not fire,Uttarakhand
29,1.0,2014.0,7.3,82.5,10.1,0.04,25.4,54.5,16.0,0.0,46.5,0.0,not fire,Himachal Pradesh
29,1.0,2014.0,16.0,59.3,9.8,0.0,23.0,55.0,17.6,0.0,47.2,0.0,not fire,Madhya Pradesh
29,1.0,2014.0,16.6,47.0,0.0,0.0,26.5,55.2,17.7,0.0,47.3,0.0,not fire,Maharashtra
29,1.0,2014.0,24.1,56.0,4.0,0.0,23.6,55.2,19.0,0.0,47.5,0.0,not fire,Karnataka
29,1.0,2014.0,22.9,82.5,4.6,0.0,24.8,54.7,18.8,0.0,47.1,0.0,not fire,Odisha
29,1.0,2014.0,20.6,47.5,4.3,0.0,23.8,55.3,18.4,0.0,47.5,0.0,not fire,Rajasthan
29,1.0,2014.0,7.8,71.8,4.5,0.0,25.1,54.8,16.1,0.0,46.7,0.0,not fire,Jammu and Kashmir
29,1.0,2014.0,18.0,83.7,13.4,0.42,24.3,54.6,17.9,0.0,46.9,0.0,not fire,Kerala
29,1.0,2014.0,21.4,61.8,4.3,1.55,101.0,55.1,18.6,1.3,47.3,3.1,not fire,Tamil Nadu
1,2.0,2014.0,12.6,63.4,10.0,0.0,23.4,54.9,17.0,0.0,47.0,0.0,not fire,Uttarakhand
1,2.0,2014.0,9.7,70.4,6.9,0.0,24.4,54.8,16.5,0.0,46.8,0.0,not fire,Himachal Pradesh
1,2.0,2014.0,14.9,67.8,7.3,0.0,23.8,54.9,17.4,0.0,47.0,0.0,not fire,Madhya Pradesh
1,2.0,2014.0,26.1,52.5,2.4,0.0,24.1,55.3,19.4,0.0,47.6,0.0,not fire,Maharashtra
1,2.0,2014.0,21.3,79.2,12.5,0.27,23.4,54.8,18.5,0.0,47.1,0.0,not fire,Karnataka
1,2.0,2014.0,21.7,76.7,13.7,0.0,23.0,54.8,18.6,0.0,47.1,0.0,not fire,Odisha
1,2.0,2014.0,23.1,39.0,6.9,0.0,23.2,55.4,18.9,0.0,47.7,0.0,not fire,Rajasthan
1,2.0,2014.0,8.5,71.7,10.0,1.81,101.0,54.8,16.2,1.7,46.7,4.2,not fire,Jammu and Kashmir
1,2.0,2014.0,26.6,90.4,9.4,0.0,25.3,54.5,19.5,0.0,47.0,0.0,not fire,Kerala
1,2.0,2014.0,27.2,69.8,9.6,0.04,22.5,55.0,19.6,0.0,47.5,0.0,not fire,Tamil Nadu
8,2.0,2014.0,16.8,78.2,14.8,0.0,23.5,54.8,17.7,0.0,46.9,0.0,not fire,Uttarakhand
8,2.0,2014.0,7.7,71.7,13.0,2.51,101.0,54.8,16.1,2.0,46.7,4.9,not fire,Himachal Pradesh
8,2.0,2014.0,17.6,52.5,8.7,0.0,23.0,55.2,17.9,0.0,47.3,0.0,not fire,Madhya Pradesh
8,2.0,2014.0,24.3,53.9,0.9,0.0,24.8,55.2,19.1,0.0,47.5,0.0,not fire,Maharashtra
8,2.0,2014.0,15.9,66.2,2.7,0.17,24.7,54.9,17.6,0.0,47.1,0.0,not fire,Karnataka
8,2.0,2014.0,26.0,62.1,7.9,0.0,22.7,55.1,19.4,0.0,47.5,0.0,not fire,Odisha
8,2.0,2014.0,19.2,57.3,5.9,0.0,23.5,55.1,18.2,0.0,47.3,0.0,not fire,Rajasthan
8,2.0,2014.0,4.7,55.7,5.8,0.34,24.5,54.9,15.6,0.0,46.7,0.0,not fire,Jammu and Kashmir
8,2.0,2014.0,23.1,91.6,11.7,0.0,25.8,54.4,18.9,0.0,46.8,0.0,not fire,Kerala
8,2.0,2014.0,22.2,61.9,9.4,0.0,22.7,55.1,18.7,0.0,47.4,0.0,not fire,Tamil Nadu
15,2.0,2014.0,16.3,74.0,3.0,0.0,24.9,54.8,17.6,0.0,47.0,0.0,not fire,Uttarakhand
15,2.0,2014.0,5.1,60.5,7.0,0.0,24.3,54.9,15.6,0.0,46.7,0.0,not fire,Himachal Pradesh
15,2.0,2014.0,16.6,66.3,8.4,0.0,23.4,55.0,17.7,0.0,47.1,0.0,not fire,Madhya Pradesh
15,2.0,2014.0,26.1,60.3,6.8,0.0,22.8,55.2,19.4,0.0,47.5,0.0,not fire,Maharashtra
